,NBHD,NBHDL,NBHN,NBHT,adaptive_n_back.mean_load.logTr,ARTKCLCK,angling_risk_task_always_sunny.keep_coef_of_variation,ARTRCLCK,angling_risk_task_always_sunny.release_coef_of_variation.logTr,ANTALTHD,ANTCONHD,ANTZHD,ANTZHN,attention_network_task.hddm_thresh.logTr,ANTORTHD,BITIHDLL,BITIHDML,BITIHDSL,CRTHD,choice_reaction_time.hddm_non_decision.logTr,CRTHT,CGRSCRP,CGRSINTP,CCTCAVCC,CCTCGAIN,CCTCINFO,columbia_card_task_cold.loss_sensitivity.ReflogTr,CCTCPROB,CCTHAVCC,columbia_card_task_hot.gain_sensitivity.logTr,CCTHINFO,CCTHLOSS,CCTHPROB,dietary_decision.health_sensitivity.logTr,dietary_decision.taste_sensitivity.ReflogTr,DGSFORWD,DGSREVRS,DRFHD,DRFHN,DRFHT,DRFPINHD,DSTPCTP,DPEAYBHD,DPEBXBHD,DPBIAS,DPEDPRIM,dot_pattern_expectancy.hddm_drift.logTr,DPEHN,dot_pattern_expectancy.hddm_thresh.logTr,GNGBIAS,GNGDRPIM,HIRSCOR,holt_laury_survey.beta.ReflogTr,holt_laury_survey.prob_weighting.ReflogTr,HLTRSKAV,HLTSFCH,ISTDECPC,ISTDECMV,ISTFXDPC,ISTFXDMV,KTTSCOR,KRBHDRLL,LOGCONHD,LOGGBHD,LOGHD,local_global_letter.hddm_non_decision.ReflogTr,LOGHT,LOGSWCHD,MOSSSRT,MOSHD,motor_selective_stop_signal.hddm_non_decision.ReflogTr,MOSHT,motor_selective_stop_signal.proactive_control_hddm_drift,motor_selective_stop_signal.reactive_control_hddm_drift,PRSPLB,PRPSLOPE,RPMSCOR,REPHD,REPHN,REPHT,REPPINHD,SMHD,shape_matching.hddm_non_decision.ReflogTr,SMHT,SMSIHD,SHFTAC,SHFTLR,SHFTLTL,shift_task.model_beta.logTr,shift_task.model_decay.ReflogTr,SHFTMLR,SIMHD,simon.hddm_non_decision.ReflogTr,SIMHT,SIMSIMHD,simple_reaction_time.avg_rt.logTr,SPSFORWD,SPSREVRS,stim_selective_stop_signal.SSRT.logTr,STSHD,STSHN,STSHTL,stim_selective_stop_signal.reactive_control_hddm_drift,SSSSRTHI,stop_signal.SSRT_low.logTr,SSHD,SSHN,stop_signal.hddm_thresh.logTr,stop_signal.proactive_SSRT_speeding.logTr,stop_signal.proactive_slowing_hddm_drift,stop_signal.proactive_slowing_hddm_thresh,STRHD,STRHN,stroop.hddm_thresh.logTr,STRSTRHD,32CSCHD,32HD,32HN,32HT,32TSCHD,tower_of_london.avg_move_time.logTr,TOLNEM,TOLOPTSL,TOLPLNTM,TSTMODBA,TSTMODFR,TSTPRSV,WRTNEUPR,writing_task.positive_probability.logTr
s294,3.0435554336000004,-0.6661178113,0.2523784315,1.6720414082,0.8754687373538999,20.7692307692,2.2504700364,19.1304347826,1.6927517800867624,-0.5306715089,-0.8537944131999999,3.7114917848,0.3277418267,0.4289621264556153,-1.4137656657,-5.1921992219635,-4.612604371192342,-2.7706375023081296,3.3208191667,-1.2715928624810335,1.2899056642,0.33333333330000003,0.5,11.375,0.0291666667,2.0,0.0096202434100048,-2.7083333332999997,8.1666666667,0.1787824670137954,2.0,-0.0074447215,-2.2443890274,0.2718886960321861,0.6783457898840112,7.7,7.2,3.2045961291000005,0.3933216177,1.9100674899,-0.30532299420000003,0.19444444440000003,-0.9479972455,-0.10551064119999999,0.0,5.320134937200001,1.5363627467613343,0.2199551648,0.9750634013532206,-1.0705413209999999,3.8243251091,204.0,4.471322750974863,0.3498535379707482,0.2565783653,8.0,0.6834051132,0.0010698211,0.8033329010000001,0.0013413532999999999,0.5,-2.7483841522350163,-1.4404270566,0.1051229026,2.2343882508,0.2612816930831033,1.9374083357,-0.3064067167,447.5,2.9690228882,0.1413107411495019,1.5059552994999998,-1.2093082628,-0.42230445619999996,0.5718552622649998,0.549861669,16.0,2.7926401575,0.426574226,1.7281893297000002,-0.4039582592,4.8993235323,0.16522535771470492,2.0578838116,-2.4958778768000003,0.5356265356000001,0.12796347730000002,0.0011973482,1.9133516736104064,0.4816828002510977,0.2081279331,3.6750617539999997,0.1213579134485066,1.4541092075,-0.5560540525000001,5.750984076140496,6.9,6.3,5.914853444736142,3.016611197,0.30358311670000004,0.2511765774910336,-0.8373594514,231.1666666667,5.627021413522619,2.678809641,0.3317366846,0.3557259789238281,5.060483099824035,0.6014579333,0.3556386908,3.0696375411,0.3011490927,0.7762500539618558,-1.2497010001,-0.30563208270000003,1.7961121412,0.34603544490000004,1.6592065538,-0.1529088918,7.478951374624125,12.0,9.0,2657.5,1.1399896270999998,-0.0380202088,1.8350538091,0.8789544226,-1.2176437344392212
s295,2.038465676,-0.5291013659,0.0580237204,2.29495236,0.5596157879354227,26.6111111111,19.6472985387,28.947368421100002,3.0747159778705937,-0.2947836693,-0.8032091961000001,3.0199718111,0.4975208911,0.3434403803339936,-0.2740309923,-8.322986295916802,-6.8720353981360605,-3.1573095500755364,3.1587228130000002,-1.3101346568943657,1.5893561558000002,0.1666666667,0.33333333330000003,21.5,0.0833333333,1.0,0.004489905272852001,-5.583333333300001,18.0833333333,0.171161371783977,1.0,-0.005312056700000001,-3.0053191489,0.13492333735731205,0.5328631053844403,6.3,6.3,1.394512059745,0.4237315229129998,1.8191446735319985,-0.5167998882029999,0.19444444440000003,-1.3305495854,-0.9615154190999999,-0.7137922814000001,3.1108270299000003,0.9284576488781856,0.1492582317,0.8095297803747671,-0.4034552521,1.7743876103,115.0,4.5085065923544105,0.47395080202453493,0.37525354829999996,7.0,0.6798643112,0.0010439034,0.733621645,0.0013386825,0.3611111111,-2.9200865656079302,-1.1624845813,-0.25053428440000003,1.1624978471,0.2839444815027043,1.7447601723,-0.28110118700000003,358.7633333333381,3.2662441454449986,0.0993737179309455,1.895108159097999,-0.9510217541649998,-0.3029665268580001,-7.2746878854,0.7323256851000001,4.0,0.5164966222,0.1572542663,1.8706166449,-0.4998193971,2.3605763366,0.13106098134481814,1.5535163125,-0.8291806187999999,0.3974683544,0.0470123823,-0.0019368295,0.9185370906400058,0.4982613552360851,0.1607386175,2.3992005999,0.03897510087767113,1.1926053235,-1.0469096758,5.973809611869261,5.4,5.5,5.922025147370789,1.8002549324,0.3635763752,0.3299515855233749,-0.38615991479999995,285.3333333333,5.827473946998751,1.4575764938999998,0.233773465,0.6236173334273739,5.106955065102135,0.1190533412,0.2510999085,1.7120100925,0.3953745209,0.41388586851052395,-0.3559029811,-0.13588400450000002,0.5822111340999999,0.26345176349300004,1.8232929698,-0.1187038046,7.748004546779527,2.0,7.0,5464.8181818182,-0.4856593101690001,0.08027358565000002,-0.3995627553470002,0.5797782957000001,-1.4368402683445043
s301,2.9941068064,-0.9529190220999999,0.2496819051,1.3313396703,0.4382549309311553,39.277777777800004,10.2084483787,34.5294117647,1.9913911454056592,-0.6467955825,-0.8453348195999999,3.816541369,0.4171520665,0.424531620616752,-1.3900038247,-7.598891882108173,-7.477047937164488,-3.6358201414550413,6.0594827197,-1.6596988824834038,2.2180886803999997,0.33333333330000003,0.1666666667,6.916666666699999,0.25833333329999997,2.0,0.007472014838700836,-2.4166666667,5.958333333300001,0.34671950386531225,2.0,-0.0072377067000000015,-1.3093193043,0.5141925313859237,0.42237920762185305,6.9,4.4,2.4830277323,0.43389405119999996,1.3363482654,-0.4731702826,0.1388888889,-3.284804673,-1.2925688548,-0.7548590440999999,3.8104168489999997,1.2094582330347503,0.0779984811,0.8277632729474175,-1.1652624446,3.6348828618,176.0,4.471322750974863,0.3498535379707482,0.2565783653,8.0,0.7610870361000001,0.0016434695999999998,0.955078125,0.00169859,0.6666666667000001,-3.6646748864517766,-1.4027257791,-0.1643947833,2.5121050143,0.1890716359136602,1.3627699375,-0.3871799813,285.1666666667,4.7212958536,0.08056499814842544,1.6902402922,-1.8316947684,-0.41761360840000006,1.6731860186,0.4410640869,12.0,1.5977420713,0.4743677632,1.3136030198,-0.5804604004,2.7918222804000004,0.12631580629406516,1.0834566925,-1.7352713354,0.46454767729999996,0.0642163667,0.0025467926,2.0446022636399768,0.35545079652593303,0.185194462,4.7697317118,0.07123345180446111,1.5546287988,-0.7249108712000001,5.68697535633982,4.8,5.1,5.734958092124652,3.0746730457,0.35027040119999997,0.19087771326721545,-0.7264259331999999,198.6666666667,5.485488257403567,3.5387601218,0.31741114649999996,0.5523754384360917,5.033700567027251,-0.4132491718,0.5397433189999999,3.7127729184,0.33131312490000003,0.4707171424471388,-1.2462451889,-0.115616427,3.6500412127999997,0.32977834429999997,1.7602114458000002,-0.1750293964,7.392062374187318,-7.0,10.0,8099.375,0.7672111057000001,-0.1111050647,0.3259307535,0.2008657924,-0.9319414854786734
s305,3.1287514629000004,-0.7017370451999999,0.25101568809999997,2.0554327056,0.9360933591703348,39.1739130435,4.6773358181,29.95,2.2105395911357157,-0.41513080259999996,-0.8067066345,3.5523949458999997,0.3706345393,0.6092941787392477,-1.0229508434999999,-7.595679522853089,-7.040031916284328,-3.2728969310906804,3.7745917167000003,-1.3987682807743873,1.3798011915000001,0.8333333333,0.1666666667,10.2083333333,0.0125,0.0,0.011269592225270884,-0.375,1.9583333333,0.17386153677821492,0.0,-0.0007591952999999999,-0.0305832148,0.38932906680651375,0.539200053322786,7.3,8.4,2.2225220482,0.507407897,1.4807857924,-0.38065208289999997,0.5277777778,-1.004949522,-0.33578081049999997,-0.7548590440999999,3.8104168489999997,0.9244383820030486,0.07562197400000001,1.0848336065823116,-1.0041893256999999,2.9758557574,183.0,4.2602232394823805,0.29290687171049723,0.4292548038,9.0,0.6893368244,0.0023600302,0.7638870239000001,0.0023146673,0.6111111111,-6.449609932071973,-1.295217144,-0.1941414785,2.0615000354,0.2494497815961961,2.2195764718,-0.348871307,361.8333333333,4.0805008815,0.11553008072494254,2.0987091078,-0.8273028087000001,-0.6956963496999999,2.517310228714001,0.4636853636,9.0,1.5632235855,0.4984831859,1.8588843912,-0.5586632816,2.9803715752999995,0.09999365727258712,1.3709765603,-2.0332884857,0.4892143811800002,0.053985615448000006,-0.00011558632500000004,1.9563430533802424,0.38648826417796095,0.20703065176,2.4697962425,0.045608116917975706,1.532567882,-0.3059071229,5.962293169807702,5.9,5.8,5.44457987352629,4.2611488517,0.4081070279,0.7650243587921115,-0.9912668601,234.8333333333,5.6513189051205766,3.399965315,0.3383220125,0.6107362431385704,5.080368632110724,0.8282477934,0.3776471696,2.5955618388,0.326904688,0.6661096994003523,-0.6969271245,-0.2609409788,2.0659196730000002,0.34552704430000003,1.5928698063,-0.2163520082,7.383665329003827,20.0,6.0,2805.25,-0.1276705730680001,-0.024837843187999982,-0.019841848064,0.8759710337000001,-1.6662442203294467
s307,2.7169401131,-0.7187396107999999,0.1228085014,1.938471438,0.6151856390902335,42.210526315799996,10.0806687794,34.4705882353,2.2703433250735268,-0.44345374810000004,-1.0446869067,2.9996343652999995,0.3854107271,0.3071305752885892,-0.9415557765000001,-7.1495959114339485,-4.4553457795721085,-3.1753076046799205,7.1898925782,-1.3286857652937265,1.8481400312,0.5,0.33333333330000003,8.8333333333,0.075,3.0,0.009455158770754977,-2.8333333332999997,15.166666666700001,0.35780104367036125,3.0,-0.0099952719,-4.0141843972,0.18930574819964915,0.22500438792334307,9.5,7.5,2.4454023049,0.40167203799999995,1.7133138148,-0.2990455366,0.4166666667,-2.0900285458,-0.40868558159999996,0.3298219498,4.6604910377,1.119097850815763,0.060469249800000006,0.9571022401570296,-0.8893284576999999,4.1867508355,209.0,4.5085065923544105,0.47395080202453493,0.37525354829999996,7.0,0.7410460472,0.0010118983,0.9203369141,0.0021017292,0.7222222222,-3.6869826661541367,-0.9953273644,0.18865470899999998,2.2469270005,0.2106860006040845,1.6230159252,-0.2093861591,259.0,3.7903212806,0.13204845902180426,1.6232849538999998,-0.6324478788,-0.4706876239,3.7708503008859986,0.5282006108,8.0,1.8267203412,0.410026986,1.5693859203,-0.4377005851,3.5890439856,0.11983607597056947,1.6013529547,-2.1623480236000003,0.4713216958,0.09464587199999999,-0.0012686792,1.8118651771592857,0.34988743792849936,0.2434442441,3.7430877391000004,0.09885817739222537,1.2396074147,-1.2015057815999999,5.579729825986222,5.2,4.9,5.38602294696699,3.8822050391000005,0.2462124421,1.1758237539701804,-0.30650580850000003,246.0,5.452468046375152,3.895148849,0.38877952759999995,0.5105296698359465,4.588363067671371,0.4469855201,0.2095589947,2.9157463206000003,0.3379629353,0.5989079351306387,-1.3572154293,-0.2080944069,3.352669328,0.3510173395,1.7034778018,-0.224437547,7.845252880500678,-10.0,6.0,6618.541666666701,2.0608702885,-0.5686328802,0.6593774652000001,0.4038716572,-0.5451440528402228
s313,3.2117029451,-1.1735198409,0.2070410896,2.3476589907,0.4700036292457356,35.8,5.0,19.1,1.75218887552838,-0.5724134295000001,-0.8169690664,3.6655758734,0.4099619234,0.6496644856595077,-1.6947772271000001,-9.283090650828095,-7.571270844417479,-5.600690154409821,2.9301047705000003,-1.1620454666825346,1.8762788678,0.5,0.33333333330000003,11.666666666700001,0.075,2.0,0.0034938892542558378,-3.6666666667,12.541666666700001,0.3787238833073383,2.0,0.0011325301,-2.6987951807,0.9129331324405195,0.8293456269575739,4.9,5.1,1.8397672288999998,0.5303856686999999,1.6262061628,-0.5425595443,0.6944444444,-1.1487848574,1.4624517077,0.1910395678,4.9380558016,1.2029357375880738,0.2929719954,0.8762688090028716,-0.4134816835,4.6313963585,138.0,4.0249669950513285,2.2956137635759526,0.8996159383000001,6.0,0.7602663040000001,0.0017898468000000004,0.8416503906,0.0017969284,0.4722222222,-8.511264302067357,-1.0317352432,-0.2498691726,1.7692035108000002,0.15674304294850308,2.3715892545,-0.28185704629999997,403.1666666667,3.0567539995999997,0.04474028408362943,1.7879736881,-1.256439072,-0.6567829788,7.8689190962,0.755455313,11.0,1.5028301736,0.6126696237,1.5921519642000002,-0.26879668170000004,3.7663446464,0.12876733457456954,2.4406487538,-1.0804107083,0.382133995,0.0167718205,0.004052604699999999,1.792868673914392,0.692344970975862,0.1,3.0969846818,0.018095028315804614,1.2812151421,-0.8365412227,6.0075839289878665,5.0,4.5,5.854594253217848,2.2047966765,0.34260665482200026,1.016740603857348,-0.7906022506,375.6666666667,5.966573998262942,2.8898090067,0.4137675556,0.4779094822211261,4.832305758571839,0.024243145,-0.2499054412,2.8503994542,0.35409732790000004,0.9904714031766584,-0.7359020636,-0.22085341530000002,1.7864349637999999,0.2693685516,2.6164414823,-0.30255401239999996,7.535823316104152,31.0,6.0,2747.4166666667,-0.5483817712,-0.2449916153,-0.6100257399,0.8048773842,-1.4834389124353555
s314,1.7216979806,-0.630315941,0.0267341393,1.9899224582,0.13976194237515865,44.1176470588,14.713439234900001,27.2727272727,1.9346419369131016,-0.22826221010000003,-0.9050403554,3.8123093704000004,0.46939730659999995,0.7479352839322703,-0.0761180986,-5.485370941701852,-9.055918586044363,-2.3220606249717317,2.3530835685,-1.3686534993442006,1.6302362352000002,0.33333333330000003,0.1666666667,14.583333333299999,-0.0416666667,0.0,0.0028293269769204487,0.0,6.375,0.17078143777449234,2.0,-0.01125097,2.9753930977999996,0.4973561864714643,0.8570961536577844,6.3,3.9,1.1425974939,0.3379950163,1.8776551035,-0.5787023509,0.5833333333,-1.8570002681,-0.6752308033000001,-0.4201855406,3.141069842,0.16066645265657592,0.0102168212,0.7178402191014457,-0.8903224109000001,3.6777149035,120.0,3.6506150697099113,2.387934993082531,0.8568707964000001,6.0,0.5851873397999999,0.0019741478,0.5823532104,0.0019965752,0.5555555556,-2.7483841522350163,-0.8352194528,-0.3882345506,1.386676861,0.0929292559259529,1.8830611995,-0.23317707969999998,345.645,3.0954573740509983,0.10472321523425833,1.8049593268200004,-0.8486616592309995,-0.2797398927670001,3.5181722141450025,0.5152832418000001,6.0,0.9303189766,0.4678650379,1.7621488459,-0.5105483046,2.8348003342,0.07827205323594337,1.6430569916,-1.784434355,0.31265508680000004,0.0238151985,0.0015699037,1.8925743813840217,0.5250803406514496,0.1775827163,3.3300293169,0.0821321598625429,1.4654483102000002,-0.9269769995999999,5.941486177301741,6.0,6.3,5.8092917172300025,2.406374231844,0.34277974025700003,0.4846742270335602,-0.7126956964969999,349.1666666667,6.155919102073513,2.6554710022,0.2309453432,0.6932775786577439,5.452468046375152,0.2607295832,0.0412857739,2.4422313779,0.4005179269,0.6418220504551174,-1.3820124086,-0.0604223028,0.9698358487,0.2950979286,1.6879516386000002,-0.0651672356,7.492681796954727,6.0,6.0,3021.8333333333003,-0.39614825342200016,0.08165067136100003,-0.3630961393480001,0.7258887961,-0.8268793268198449
s326,2.2484552003,-0.6166447692,0.029236261000000006,3.3901462506,0.7654678421395714,34.2608695652,4.191087853,32.7368421053,1.5333824896626431,-0.3251976729,-0.8987710235999999,3.0251417643000003,0.352337076,0.8253367343274943,-0.9020926464,-8.226189516598566,-4.404344139866206,-3.2957294505735732,2.7508117048000003,-1.128305975630189,1.9234054086,0.8333333333,0.0,8.5,0.09125000000600003,2.0,0.01570929367236609,-0.1666666667,6.166666666699999,0.3407715057905731,3.0,-0.012072824199999999,-1.8756660746,0.3055301958018517,0.4372134273997561,6.9,6.2,1.9558227215,0.4000740878,2.2299118841,-0.4922673349,0.22222222219999999,-1.1221628453,-0.8712412076,-0.9342144304,3.4517060764,0.6088186901004821,0.0113046008,1.0356780551194256,-0.7122733402,3.5596877282,243.0,4.575788509069061,0.6019739301410078,0.043806033099999996,4.0,0.6009450912000001,0.0014539509,1.0,0.0015858775,0.5,-3.6646748864517766,-0.9728161377,-0.2311474648,1.8644499482,0.20813437586503816,2.5080124875000003,-0.4708921885,366.95000000000806,3.2552146181759984,0.09052086008846907,1.8248047330769996,-0.7516392815940001,-0.32556490728200005,-3.7211716929,0.5476535495,12.0,0.8763028212,0.628517921,2.2753936399,-0.2371425642,2.3328536499,0.062254678716231526,1.8361648245,-0.6433451506,0.5570652174,0.1101726953,-0.006367314399999999,1.8704352175305043,0.09394206417897136,0.22053154239999997,0.9602468587999999,0.10390084017363913,1.9792123549,-0.2811681954,5.717027701406223,7.1,6.6,5.88425046280074,2.2805340203,0.3935918534,0.4943703420902119,-0.8634063190000001,293.0,5.721404076005912,2.4243069008,0.39140298219999997,0.5605556790707631,4.81489071696989,0.2593935476,0.2160107943,3.0515198061,0.334487745,0.99593097426171,-1.1240613566,-0.1014544657,1.8356749228,0.2888346071999999,1.9174808581869995,-0.04876453,7.730261749579247,-2.0,6.0,4871.9090909091,1.5278667287,-0.4051362333,1.0207379394,0.460401486,-0.9151506867226524
s328,1.9508468718,-0.3836238725,0.2418919993,2.5870973506,0.9555114450274363,45.2173913043,6.119688953300001,32.0,2.4413107143740485,-0.587133557,-0.8169289465,2.9201746632999996,0.2956925495,0.4494549830166175,-0.7652850999999999,-5.153228783770414,-3.1209390362593252,-2.01877280300127,3.2728685199000003,-1.4456395931046335,1.6618085171,0.5,0.33333333330000003,13.875,0.1041666667,1.0,0.0214352807526913,-0.7916666667000001,19.6666666667,0.17245544100793148,1.0,-0.0050165485,-3.4208037825,0.4914566596247508,0.3759378845420082,8.122999999999998,6.9030000000000005,1.7244562650000002,0.35042926399999996,1.743769259,-0.3866260561,0.35777777777900005,-0.3715324849,0.2363645579,-0.3719338943,3.8121088774,0.846266723419587,0.1448519527,0.9789391962542344,-1.2494826612,3.4664424285,279.0,4.471322750974863,0.3498535379707482,0.2565783653,8.0,0.9,0.0017600561500000003,1.0,0.0026114347,0.5,-1.3862943611198906,-1.24237779,-0.6725348337999999,1.5211118106000001,0.22338462873271364,1.3938535374,-0.35806780880000005,270.8333333333,4.432598784800001,0.12179075711254413,1.8617341172,-1.2166544094,-0.458848002,-0.1492815015,0.4412296886,9.0,1.5062361714,0.3589625209,2.1846470593,-0.0245098975,2.9705603214,0.15013987520725774,1.7343034321000002,-1.346495139,0.42857142859999997,0.0203194464,-0.00015863190000000002,2.5291674183655704,0.3846234084472226,0.12904584970000002,3.5984557763,0.16287187633970993,1.7968834826000002,-0.8185309973,5.611301621862036,6.1,6.7,5.7985874763744105,2.2427042838999998,0.3105238037,0.2450444281365579,-0.5893750604,237.6666666667,5.572154032177764,3.5733158305,0.3438190022,0.5786556818474048,4.915102867374448,0.3668294595,0.4634434317,3.1027568860000003,0.37490851560000005,0.6533643533661646,-1.3752221666,-0.231443688,1.5606230315,0.30015719350000003,1.7670608291,-0.328630231,7.3552828240648225,20.0,7.0,1948.1666666667002,-0.29262084110000003,-0.2878890201,-0.8338214048999999,0.8702555623,-0.7372268718669682
s329,2.9937653242,-0.7444525138,0.1989654243,1.311711901,0.7178397931503168,22.962962963000003,6.465776659199999,23.380952381,1.9028612815804529,-0.505776809,-0.8589465257000001,2.5120558251,0.33838347750000003,0.05228334362202651,-1.7170941724000002,-4.36568740193222,-2.3594345014046194,-3.496130680195149,4.316134445,-1.5385136262632158,1.1897637155,0.5,0.33333333330000003,22.5,-1.6653345369999998e-16,1.0,0.004489905272852001,-2.5,25.625,0.1949375965848673,1.0,-0.002021978,-1.483974359,0.4799726354814483,0.022069758939413073,8.5,9.1,2.4611055068,0.45290884049999997,1.7425974504,-0.2990873444,0.4283333333409999,-2.9199041807999997,-0.0118841799,-0.1448413667,3.3579238220999996,0.9854574241360669,0.083542507,0.4812864536799343,-1.3646783862,3.2360509786000002,117.0,3.6506150697099113,2.387934993082531,0.8568707964000001,6.0,0.6138065338,0.0018209004,0.934375,0.0021590645,0.7222222222,-3.6646748864517766,-1.780502452,-0.256993521,1.5202231956,0.26785225792253176,1.0248026044,-0.3213340852,307.75666666666814,3.4868973138809998,0.11812480035502,1.5482199619410002,-0.970179638898,-0.40812883478600015,-5.001493818,0.3267903837,11.0,2.0021952243,0.3772400178,2.0229917118,-0.4776081210000001,3.3259189960000004,0.1570292666037414,1.1353200985,-2.1541977098,0.5,0.0296551135,0.0016733681,1.1415367465984168,0.4157622462094854,0.3421296433,3.8298714820999997,0.16954454388583493,1.5904803278,-0.8089156047,5.470167623474697,5.8,6.3,5.6446246859699425,2.8080216920740004,0.3028823201130001,0.3955122290327448,-0.8382359478449998,227.5,5.3737340058329455,2.4881835578,0.2359420061,0.1592872442636803,4.596801936317911,0.0730417377,0.21831903809999997,2.1135179867,0.3127282178,0.4074022986091075,-1.2888018308,-0.2595707916,1.5074173899,0.2486409068,1.3694102858000001,-0.17927865680000002,7.066579544384199,0.0,12.0,4660.5833333333,-0.8646031592000001,0.0779533625,-0.7594122620999999,0.1297352548,-1.72022995159005
s334,2.497068602624,-0.6231616577610004,0.132104415388,2.2713584117709993,0.7728283615980962,29.090909090900002,3.6633199997,26.565217391300003,1.5735377895862463,-0.3819050047,-0.9288661775,2.7515928503,0.38905568520000006,0.471279879242136,-0.9612010195999999,-9.302546673797467,-4.9202045585320535,-4.3737794880693786,3.288962465,-1.3280129255272142,1.3787908351,0.1666666667,0.33333333330000003,14.958333333299999,0.1625,2.0,0.007637427162291077,-3.375,13.166666666700001,0.21602433790496492,1.0,-0.0029,-1.6916666666999998,0.5227841425029806,0.50029711942634,8.7,6.1,0.8266201054000001,0.259782954,1.7226941236000002,-0.7920395501999999,0.33333333330000003,-1.5346217569,0.35849389299999995,0.0,5.320134937200001,1.1218892264277958,0.0220509831,1.1787605257578369,-1.1195720593,3.7262636324,221.0,4.5085065923544105,0.47395080202453493,0.37525354829999996,7.0,0.6412079214999999,0.0016730231,0.7213916779,0.0019438672,0.5,-7.824046010856294,-0.9380670056,0.1479327533,1.8684157855,0.20319650102793213,2.0762336955,-0.2686327451,361.5,3.6574008504,0.12370093553783255,2.1304668335,-1.1990930290000001,-0.28563515149999996,3.654618803639,0.5700085364999999,7.0,1.546480341562,0.4772756266200002,1.9907022378260004,-0.3654309674160001,3.054858905,0.1747913067439918,1.7423251512,-1.6096210615,0.570719603,0.1315493098,0.0016774479999999998,1.8078980376069431,0.23656522157610574,0.2335399863,2.7433062665,0.14578527061369198,1.6952017850999999,-0.4677457193,5.812636879568284,5.5,5.7,5.812636879568284,3.2885963532,0.3050875154,0.6847525426252952,-1.0878652445,308.3333333333,6.1406026851116255,2.6537506478,0.3219768351,0.4830019504142856,5.58724865840025,0.5939627627,-0.1149216997,2.109114911,0.30283705920000004,0.8105268780864402,-0.9805713176,-0.2260851082,1.7602119303,0.20832830559999999,2.1624320044,-0.35285562460000003,7.3614521943493,-1.0,7.0,6936.583333333299,0.7045818173999999,-0.1514263854,0.1977674364,0.8237506081999999,-0.3242008130149185
s336,2.212431821,-0.4509968626,0.039894832000000005,1.9661135038,0.7654678421395714,45.5555555556,13.298483868599998,33.3333333333,2.1264048957711648,-0.4907833865,-0.7574843130000001,2.64471128,0.28194498430000003,0.3996716485834265,-1.2353790957,-7.964026439597858,-8.263636833693832,-2.1284594662647023,4.233471738,-0.8685254229275724,1.66333867,0.6666666667000001,0.33333333330000003,17.5,0.0916666667,2.0,0.0034938892542558378,-2.5833333333,18.4166666667,0.3654710504063907,3.0,-0.0086423826,-3.1243986254,0.2707525993452729,0.4712582540622696,5.5,4.1,1.3748050055,0.25785202329999996,1.5319953875,-0.6290644897000001,0.4688888888860002,-0.0684791294,-0.27578185040000003,-1.0856455288,3.1488438797,0.4902627945919705,0.0425663377,0.9704005736256388,-1.4184071275,2.6215454703,168.0,4.564408924428761,1.6280903757216418,0.3492235958,5.0,0.6340867996,0.0027022269,0.8225616455,0.0021688765389999997,0.5833333333,-2.7483841522350163,-1.4787074667,-0.134009768,2.1280767776,0.27109896969458297,1.3834589341999999,-0.2864300001,265.1666666667,4.2185587723,0.054381604036308526,1.1222091964,-1.4584510196,-0.3756594269,2.135268063386999,0.4267267717,4.0,1.1194907552,0.3753369685,1.2474059216,-0.09919075349999999,2.3290748515,0.16933521373954716,1.1811828551,-0.8246530606999999,0.3447432763,-0.020790743700000003,-0.0001305356,1.836654339952358,0.3993963107536541,0.3117341071,2.4114720545,0.11920622493080868,1.9522957809,-0.5270395354,5.895779296973574,7.5,5.2,5.619192406355703,2.2978237286,0.3004618182,0.08371145674528183,-0.4064945235,249.5,5.5012582105447265,3.1455229852,0.3220809724,0.3116096750331857,4.668144985149481,0.0186606592,0.27451678739999996,1.9333683487,0.31820020309999997,0.4625567791578996,-0.6667530643999999,-0.1402666985,2.0571465379,0.32378031960000003,1.9673981087,-0.2170627714,7.264869066009103,18.0,6.0,2846.25,-0.09610656151299997,-0.07647533520800001,0.02522238303999999,0.1622214628,-1.2618784681111257
